"asn","name","source"
271474,"INALAN TELECOMUNICACOES","PeeringDB"
271475,"FOXCONNECT","PeeringDB"
271476,"XFiber Telecom","DB-IP"
271477,"M2D TELECOMUNICACOES LTDA","PeeringDB"
271478,"Interlink Solucoes Em Telecomunicacoes","PeeringDB"
271479,"KF TELECOM","DB-IP"
271480,"CIANET DF SILVA MARTINS","PeeringDB"
271481,"OndaNet Tecnologia Ltda","DB-IP"
271482,"MEGA TELECOM FIBRA","DB-IP"
271483,"DAX INTERNET EIRELI","DB-IP"
271484,"NORT TELECOM","PeeringDB"
271485,"william rogerio de oliveira tabapua-me","DB-IP"
271486,"AP SOLUCOES EM NETWORK E INFORMATICA","PeeringDB"
271487,"FIBRACONN SERVIÇOS DE TELECOMUNICACOES LTDA","DB-IP"
271488,"REALDATA TELECOMUNICAÇÕES E TECNOLOGIA","PeeringDB"
271489,"C V DE MELO FNET","PeeringDB"
271490,"MAGNA BATISTA DE SOUZA - ME","DB-IP"
271491,"VYK TECH","PeeringDB"
271492,"Virtual Giga Solucoes em Servicos Online","PeeringDB"
271493,"SPEED NET PEDRA","DB-IP"
271494,"Soft Telecom","DB-IP"
271496,"BNET RIO PROVEDOR DE ACESSO A INTERNET EIRELI","DB-IP"
271497,"Confiber Telcomunicações ltda","DB-IP"
271498,"Zen Internet e Telecomunicação","PeeringDB"
271499,"YOU NET SERV E COMERCIO DE TELECOMUNICACOES","PeeringDB"
271500,"LINKGOLD TELECOMUNICACOES","PeeringDB"
271501,"Antonio Carlos Correia Filho Serv. de Telecom.-ME","DB-IP"
271502,"XyberNet Telecom","PeeringDB"
271503,"PROVEDOR SUPERCELL NET","PeeringDB"
271504,"SYSTEC TELECOM","DB-IP"
271505,"CITY NET TELECOM EIRELI","DB-IP"
271506,"BOSSATTO DARÉ TELECOMUNICAÇÕES LTDA","PeeringDB"
271507,"VIRTUAL CONECT LTDA","DB-IP"
271508,"OPIX SERVICOS DE TECNOLOGIA","PeeringDB"
271510,"D. L. SPOHR & CIA LTDA","DB-IP"
271511,"EMPRESA COCAIENSE DE TELECOMUNICACAO LTDA","DB-IP"
271512,"TRIUNFO SOLUÇOES EM CONECTIVIDADE","PeeringDB"
271513,"INTERTOP - TELECOMUNICAÇÕES LTDA","DB-IP"
271514,"WEB ONLINE TELECOMUNICACOES EIRELI ME","DB-IP"
271515,"NET RP COMUNICACAO MULTIMIDIA E PROVEDOR DE INTERN","PeeringDB"
271516,"Unafiber","PeeringDB"
271517,"HNS","PeeringDB"
271518,"Marlon Diego Schaffer","DB-IP"
271519,"MATHEUS GUIMARAES DE JESUS EIRELI","PeeringDB"
271520,"PLANET LINK INTERNET LTDA","DB-IP"
271521,"BINARIO CLOUD SER DE COMPUTACAO E INFORMATICA","PeeringDB"
271522,"SZABO & BUHNEMANN LTDA -ME","DB-IP"
271523,"R.P.L.S. PROVEDOR DE INTERNET EIRELI","DB-IP"
271524,"JOSE EVERTON SOUZA SANTANA-ME","DB-IP"
271525,"Detrox Networks e Participações LTDA","DB-IP"
271526,"Giga Fibra Net Telecomunicações Eireli Me","DB-IP"
271527,"NETPLUS TELECOMUNICAÇÕES LTDA - ME","DB-IP"
271528,"Cleidison Clisse Alves Pereira","DB-IP"
271529,"Online Telecom Brazil","PeeringDB"
271530,"R.R BARBOSA","DB-IP"
271531,"TURBO LOGNET TLN TELECOM","PeeringDB"
271532,"TURBONET SERVIÇOS DE COMUNICAÇAO EIRELI","DB-IP"
271533,"COMNETFIBRA COMERCIALIZAÇÃO DE INTERNET","DB-IP"
271535,"R R DOS PASSOS RARLINKS","DB-IP"
271536,"M-Link Fibra","DB-IP"
271537,"Mino Host Hospedagem e Desenvolvimento de Sites","PeeringDB"
271538,"EB FOX TELECOM","PeeringDB"
271540,"J C V A LEAL INFORMÁTICA LTDA","DB-IP"
271541,"HAVAN SA","PeeringDB"
271542,"A. F. DE ASSUNÇÃO PEREIRA & CIA LTDA","DB-IP"
271543,"Eghert Informática","PeeringDB"
271544,"NOOVA TECNOLOGIA EM TELECOMUNICACAO LTDA","PeeringDB"
271545,"USUAL TELECOM LTDA","DB-IP"
271546,"ITANET TELECOM","DB-IP"
271547,"RANDSON DE JESUS PASSOS","DB-IP"
271548,"M A S Telecom","PeeringDB"
271549,"NOVA UNIAO TELECOM","PeeringDB"
271550,"FIBRANET TELECOM EIRELI","PeeringDB"
271551,"HIPERLINK TELECOM","PeeringDB"
271552,"Argusnet Comércio,Representação e Serviços Ltda","DB-IP"
271553,"LNC TELECOM SERVIÇOS LDTA","DB-IP"
271554,"JDD NET PROVEDOR DE INTERNET E SERVICOS LTDA","PeeringDB"
271555,"SDMNET INFORMATICA LTDA - ME","DB-IP"
271556,"VIPER TEC","DB-IP"
271557,"TAGSNET PROVEDOR DE INTERNET","PeeringDB"
271558,"Conecta Vale Serviço de Telecomunicação EIRELI","PeeringDB"
271559,"AMERICO E SILVA SOLUCOES EM INTERNET","PeeringDB"
271560,"PHOENIX TECNOLOGIA E MULTIMIDIA","PeeringDB"
271561,"TECH FIBERS","PeeringDB"
271562,"WT NET COMUNICACAO","PeeringDB"
271563,"Mega Mais Telecom Ltda me","DB-IP"
271564,"PINHEIRO & SILVA INFORMATICA LTDA","PeeringDB"
271565,"COPATEL SERVICOS DE TELECOMUNICAÇÕES LTDA","DB-IP"
271566,"R N V DA COSTA JUNIOR","PeeringDB"
271567,"JONATAN S COSTA COMUNICACAO MULTIMIDIA ME","DB-IP"
271568,"INTERNET S SECURITY TELECOM","PeeringDB"
271569,"EDA INFO","DB-IP"
271570,"Upnet Com. e Serv. de Mat. Eletrico e Internet","DB-IP"
271571,"Joinville Telecomunicacoes Eireli","PeeringDB"
271572,"DIEGO DEL REI MENEZES-ME","DB-IP"
271573,"Arthson Almeida Informática Ltda","DB-IP"
271575,"Fastway Telecom Comunicacoes","PeeringDB"
271576,"DECOLAR TELECOMUNICACOES LTDA","PeeringDB"
271577,"CLIKPOWER TELECOMUNICACOES EIRELI","PeeringDB"
271578,"M A Link Telecomunicacoes Consortes","PeeringDB"
271579,"TEC NET","DB-IP"
271580,"R.P.A Telecom","DB-IP"
271581,"EXTREMA NETWORK","DB-IP"
271582,"NETCON TELECOMUNICACOES EIRELI","DB-IP"
271584,"ALEXANDRE HERMINO DO NASCIMENTO ME","DB-IP"
271585,"XIS 3 PROVEDORES DE INTERNET VIA FIBRA LTDA","DB-IP"
271586,"MR Digital Servicos e Comunicacoes Ltda","DB-IP"
271587,"Connect House Informática","PeeringDB"
271588,"TIEL TELECOM","PeeringDB"
271589,"W A COMÉRCIO E SERVIÇOS LTDA - ME","DB-IP"
271590,"HELOISA SAMPAIO PINTO TELECOMUNICACOES","PeeringDB"
271591,"TOP NET SERVICOS DE PROVEDOR LTDA - ME","DB-IP"
271592,"NETS PROVEDOR DE INTERNET TELECOM","PeeringDB"
271593,"telemid telecomunicaçoes ltda","DB-IP"
271595,"FIBER SYS TELECOM","PeeringDB"
271596,"MaxNet Telecom","DB-IP"
271597,"NEW LINK CONNECT","PeeringDB"
271598,"Portal Tecnologia","PeeringDB"
271599,"CHOCONET TELECOM","DB-IP"
271600,"CONDE NET PB","PeeringDB"
271601,"CDS COMERCIO LTDA","DB-IP"
271602,"CANDEIAS NET TELECOM COMUNICACOES","PeeringDB"
271603,"CARDOSO COM E SERVICOS DE INTERNET","PeeringDB"
271604,"SIMPSON INTERNET VIA RADIO WI-FI - EIRELI","DB-IP"
271605,"MICHELL PIRES DE BARROS","PeeringDB"
271606,"FT Fibra Telecom LTDA","PeeringDB"
271607,"WLINK PROVEDOR DE ACESSO A REDES DE TELECOM EIRELI","DB-IP"
271608,"plus internet telecom","DB-IP"
271609,"Vixel Telecom","PeeringDB"
271612,"LOGO Telecom","DB-IP"
271613,"ER TELECOM LTDA","DB-IP"
271614,"CIDGLEY MESQUITA SOUSA","DB-IP"
271615,"WRENET TELECOMUNICACOES","DB-IP"
271616,"CONEXÃO WEB - SOLUÇÕES EM REDES E TELECOMUNICAÇÕES","DB-IP"
271617,"TURBO CAIRES NET","PeeringDB"
271618,"EDYSEFER DE OLIVEIRA FERREIRA","DB-IP"
271619,"LORENSAT TELECOM LTDA","DB-IP"
271620,"Portonet Servicos de Telecomunicao Ltda","DB-IP"
271621,"M J RODRIGUES BATISTA","DB-IP"
271622,"FOUR SOLUCOES E SERVIÇOS DE TELECOMUNICACOES","DB-IP"
271623,"Bipmar Telecomunicações Ltda","PeeringDB"
271624,"LD TELECOM EIRELI","DB-IP"
271626,"LF Telecom","PeeringDB"
271627,"ZAP TELECOM EIRELI","DB-IP"
271628,"GIGANET.COM","PeeringDB"
271630,"Zvc Turbo Net Comercio LTDA","DB-IP"
271631,"NOVA INTERNET E PROVEDOR LTDA","PeeringDB"
271632,"MIRANTE NETWORK COMUNICACAO LTDA","DB-IP"
271633,"EZRA RANIERY DE CARVALHO MACEDO","DB-IP"
271634,"A2B TELECOM LTDA","PeeringDB"
271635,"Yum Telecom Comunicação Multimídia LTDA","DB-IP"
271636,"GLOBALNET TELECOM LTDA","DB-IP"
271637,"LG PROVEDOR E SOLUÇÕES EM INFORMÁTICA","PeeringDB"
271638,"Cronos Telecom","DB-IP"
271639,"HOME ON TELECOMUNICACOES LTDA","DB-IP"
271640,"UNIVERSIDADE FEDERAL DE VICOSA","DB-IP"
271641,"ANDERSON L. DA SILVA MULTIMÍDIA - @NET","DB-IP"
271642,"W. & W. On-Line LTDA","DB-IP"
271643,"FLT TELECOM","PeeringDB"
271644,"INFOVALE INFORMATICA","PeeringDB"
271645,"SUPERTEC TELECOM","PeeringDB"
271646,"ULTRALINK TELECOM LTDA - ME","DB-IP"
271647,"M. H. Beltrami Eireli","DB-IP"
271648,"GROOVE TELECOM EIRELI","DB-IP"
271649,"ULTRA NET EVOLUTION WIFI LTDA","DB-IP"
271650,"LC NET TELECOMUNICAÇOES LTDA","DB-IP"
271651,"MEGANET Brazil","PeeringDB"
271652,"POWER NET","DB-IP"
271653,"Alcom Web Service Ltda","DB-IP"
271656,"WOMP TELECOMUNICACOES","PeeringDB"
271657,"Iran Telecom","DB-IP"
271658,"Alphanet Soluções em Internet","DB-IP"
271659,"AXT TELECOMUNICACOES EIRELI","DB-IP"
271661,"WESLEY RAMOS DIAS","DB-IP"
271664,"INFINITY FIBRA TELECOMUNICACOES LTDA","DB-IP"
271665,"TIAGO ROST NET","DB-IP"
271667,"OPERADORA JRC TELECOMUNICAÇÕES LTDA","DB-IP"
271668,"RedeSub Internet de Fibra","PeeringDB"
271669,"PATHFINDER TELECOM, COMERCIO E SERVICOS LTDA","DB-IP"
271670,"MUNDO VIRTUA TELECOM SERVICOS","DB-IP"
271671,"ARTHUR HENRIQUE DA SILVA LIMA","DB-IP"
271672,"L OLIVEIRA BARROS","DB-IP"
271673,"ST NET TELECOM","DB-IP"
271674,"ZIONTECH TECNOLOGIA E SERVICOS","PeeringDB"
271675,"cconnect acesso a internet ltda","DB-IP"
271677,"Wsim Informática Ltda. ME","DB-IP"
271678,"NATAL FIBRA SOCIEDADE UNIPESSOAL LIMITADA","PeeringDB"
271679,"RENOVTEC SERVICOS DE TECNOLOGIA EIRELI","DB-IP"
271680,"STAFF DIGITAL INTERNET BANDA LARGA EIRELI","DB-IP"
271681,"R RODRIGUES MENEZES SERVICOS DE INTERNET","PeeringDB"
271682,"M3solutions Informatica","PeeringDB"
271683,"BRISNET TELECOMUNICACOES EIRELI","DB-IP"
271684,"Praia Net Servicos LTDA","DB-IP"
271686,"Célio Pereirado Prado -Telecomunicações - me","DB-IP"
271687,"ICARUS NET LTDA","DB-IP"
271688,"CONECTE FIBRA TELECOMUNICACOES EIRELI","DB-IP"
271689,"Age Telecom","PeeringDB"
271690,"AGUIA NET TELECOMUNICACOES EIRELI","DB-IP"
271691,"SUPPERNET","PeeringDB"
271694,"MAURICIO DE OLIVEIRA PROVEDOR DE INTERNET - ME","DB-IP"
271695,"INFORWNET PROVEDOR & SERVICOS DE INTERNET LTDA","DB-IP"
271698,"JFC PROVEDOR DE INTERNET LTDA","DB-IP"
271699,"FRANCINEIDE COSTA RODRIGUES BEZERRA","PeeringDB"
271700,"STEC GUAIBA","PeeringDB"
271701,"CONNEX TELECOM SERVICOS DE TELECOMUNICACOES LTDA","DB-IP"
271702,"DELTA INTERNET E TELECOMUNICACOES EIRELI ME","DB-IP"
271703,"JW DIRECT FIBER CONNECT LTDA ME","PeeringDB"
271704,"MSFIBRA COMERCIO EM SERVICOS DE INFORMATICA EIRELI","DB-IP"
271705,"Mega Virtua Serviços de Internet LTDA","DB-IP"
271706,"MASTERLINK INTERNET LTDA","DB-IP"
271708,"HUGO GLEYSON BARBOSA DA SILVA ME","DB-IP"
271709,"fiber city network internet ltda","DB-IP"
271711,"LIGMAX PROVEDOR DE ACESSO A INTERNET LTDA","PeeringDB"
271712,"PEDRO LOPES DA SILVA NETO TELECOM EIRELI","DB-IP"
271713,"GILDO CORREIA VELOSO NETO - ME","DB-IP"
271715,"NETCOM INTERNET","PeeringDB"
271718,"RC-NET SOLUCOES EM INTERNET LTDA","DB-IP"
271722,"SG TELECOMUNICAÇÕES EIRELI","PeeringDB"
271723,"c c b ferreira-me","DB-IP"
271724,"StarWeb Telecomunicacoes Ltda","DB-IP"
271725,"T BRENO PEREIRA ASSUNCAO","PeeringDB"
271727,"Internet Mais","PeeringDB"
271729,"Brasil Wifi LTDA - EPP","PeeringDB"
271730,"FIBRASIL.NET EIRELI","DB-IP"
271731,"INET TELECOMUNICAÇÃO EIRELI","DB-IP"
271732,"K SILVA OLIVEIRA","DB-IP"
271733,"JRNET COMUNICACAO","DB-IP"
271734,"PEOPLE SERVIÇOS DE COMUNICAÇÃO LTDA","DB-IP"
271736,"LUDIANO ALVES MESSIAS (TURBONET)","DB-IP"
271737,"Neonet Comunicação Multimidia Ltda ME","DB-IP"
271738,"Jp Speedynet Servicos de Comunicacao LTDA","DB-IP"
271739,"H.A. DOS SANTOS SERVIÇO DE INTERNET","DB-IP"
271740,"M A Goncalves Cavalcante Serviços e Comercio","DB-IP"
271745,"F. P. BARREIRO - INTERNET","DB-IP"
271746,"GPONNET FIBRA OPTICA","PeeringDB"
271748,"VIEIRA E BERTOLO SERVICOS DE INTERNET LTDA","DB-IP"
271749,"Arkatel","PeeringDB"
271750,"Sousa morais computação e rede de dados eirelli","DB-IP"
271751,"GIGANET WIRELESS LTDA","PeeringDB"
271752,"METEC SOLUCOES","DB-IP"
271753,"PENSOUNET TELECOM LTDA","DB-IP"
271754,"Velosch Telecomunicações - Eireli","PeeringDB"
271756,"EQUIPNET TELECOM","DB-IP"
271757,"VIA PROVEDOR - SERVICOS MULTIMIDIA - EIRELI","DB-IP"
271758,"Access World Services","PeeringDB"
271760,"Creating Cloud Solutions","PeeringDB"
271761,"CLICK FIBRA TELECOMUNICACOES","PeeringDB"
271762,"TA AQUINET.COM","DB-IP"
271763,"LPCO PROVEDOR DE ACESSO A INTERNET EIRELI","DB-IP"
271764,"Cerfox Telecom","PeeringDB"
271765,"XIS 5 INTERNET FIBRA LTDA","DB-IP"
271766,"G H DA SILVA COMUNICACAO - ME","DB-IP"
271768,"BW Telecom LTDA","DB-IP"
271769,"Onix5 telecom e comunicações","DB-IP"
271770,"PINGUIM TELECOM E TECNOLOGIA","PeeringDB"
271771,"JARINU NETWORK TELECOMUNICACAO LTDA","PeeringDB"
271773,"WOM Colombia","PeeringDB"
271774,"COOPERATIVA DE TRABAJO DE TELECOMUNICACIONES LIMITADA (COOP TCT)","DB-IP"
271775,"ARLINDO PORATH (NETN@R NARANJITO)","DB-IP"
271776,"JORGE ANSELMO GARNIER","DB-IP"
271777,"SITELCO SPA","DB-IP"
271778,"PULSO SPA","PeeringDB"
271779,"FULLNET SOLUTIONS","PeeringDB"
271781,"TELECOMUNICACIONES DE MARCALA, SOCIEDAD ANONIMA DE CAPITAL VARIABLE","DB-IP"
271782,"GLOBALGATE SRL","DB-IP"
271783,"GRUPO ULLOA SpA","PeeringDB"
271784,"ACCESS AIR SOCIEDAD SIMPLE","DB-IP"
271785,"TELECOMUNICACIONES NETHOME","PeeringDB"
271787,"BAYER","DB-IP"
271788,"SOCIEDAD COMUNICACIONES PUNTA SUR","PeeringDB"
271789,"REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S","DB-IP"
271790,"CONTADURIA GENERAL DEL EJERCITO","DB-IP"
271791,"Norte Conecta","PeeringDB"
271792,"ONRED SOLUCIONES DE CONECTIVIDAD S.A.S","DB-IP"
271793,"SERTINET, C.A","LACNIC"
271794,"UNITY NETWORK","PeeringDB"
271795,"SERVITELCONET","PeeringDB"
271796,"COLOMBO ALEJANDRO MAURICIO (FLY INTERNET)","DB-IP"
271797,"NEXODIGITAL","LACNIC"
271798,"TECNO WIFI SRL","DB-IP"
271799,"TELERY Networks","PeeringDB"
271800,"PODER JUDICIAL DE LA NACION","PeeringDB"
271801,"PIT Bolivia Route Servers","PeeringDB"
271802,"ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN TELEMEDELLIN","DB-IP"
271803,"SERVICIOS INTEGRALES DE INFORMATICA DIGITALPROSERVER","PeeringDB"
271804,"CABLEMAX","PeeringDB"
271805,"BMC TECH","PeeringDB"
271806,"MR Networking","PeeringDB"
271807,"EMPRESA NACIONAL DE ENERGIA ENEX","DB-IP"
271808,"MONTECRISTI CABLE VISION, SRL","DB-IP"
271809,"IGLESIA CRISTIANA DE LOS TESTIGOS DE JEHOVA","LACNIC"
271810,"COOP ELECTRICA DE SERVICIOS Y OBRAS PUB PROVISION SERV SOCIALES Y VIVIENDA DE ALCIRA","PeeringDB"
271811,"COOPERATIVA DE PROVISION DE SERVICIOS TELEFONICOS, AGUAS CORRIENTES Y OTROS SERVICIOS PUBLICOS LIMITADA DE GOBERNADOR CASTRO","LACNIC"
271812,"CONEXT VENEZUELA","PeeringDB"
271813,"COMUNICACIONES MIGTEL C.A","LACNIC"
271814,"NEXTNET","PeeringDB"
271815,"GUSTAVO JAVIER VULTAGGIO","DB-IP"
271817,"S.E.A. COMPUTACION SOLUCIONES TECNOLOGICAS SPA","LACNIC"
271818,"INSTITUTO NACIONAL DE SALUD","LACNIC"
271819,"RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA","PeeringDB"
271820,"Empresa de Acueducto y Alcantarillado de Bogotá - ESP","DB-IP"
271821,"UNIVERSIDAD TECNICA DEL NORTE","LACNIC"
271822,"INNO FIBER INFI CIA","PeeringDB"
271823,"COOP DE ELECT OBRAS Y SERVICIOS PUBLICOS DE INTENDENTE ALVEAR","DB-IP"
271825,"BANCO AGRARIO DE COLOMBIA","DB-IP"
271827,"EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO ADMINISTRADORA DEL MONOPOLIO RENTISTIC","DB-IP"
271828,"MUNICIPIO DE CHIA","DB-IP"
271829,"ZUMA COMUNICACIONES DE COLOMBIA SAS","DB-IP"
271832,"ARGAÑARAZ JORGE ALFREDO (CERRO NET INTERNET)","DB-IP"
271835,"Fiber Pro","PeeringDB"
271836,"Compañia de Comunicaciones Coyhaique Ltda","DB-IP"
271837,"DESPLIEGUE COMPUTACIONAL E INTERNET DCNET","LACNIC"
271838,"INTEGRA NETWORK DEL PERU E.I.R.L","DB-IP"
271839,"CARRASCO Y REYES SERVICIOS INFORMÁTICOS LIMITADA","LACNIC"
271840,"JOFRE HOMERO PACHECO PROAÑO","LACNIC"
271842,"INTERCOM Internet","PeeringDB"
271843,"LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN)","LACNIC"
271844,"UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS","DB-IP"
271845,"DEPARTAMENTO DEL META","DB-IP"
271846,"NANOTIK TELECOMUNICACIONES SPA","LACNIC"
271847,"GRID TECHNOLOGY SRL","DB-IP"
271848,"Api Center Group","PeeringDB"
271849,"EQUIPOS ELECTRONICOS Y COMPUTACION","DB-IP"
271851,"INTERREDES SOLUCIONES INTEGRALES SAS","LACNIC"
271852,"SISTEMAS WIFI DE NICARAGUA","LACNIC"
271853,"VETTORE INGENIERIA","PeeringDB"
271854,"GRUPO NOREDZONE ISP SPA","LACNIC"
271855,"MANGO NETWORK, C. A. MANGONET, C. A","PeeringDB"
271856,"COOPERATIVA ELECTRICA DE VILLA MAZA LIMITADA","DB-IP"
271857,"MAFRI Telecomunicaciones","PeeringDB"
271860,"NOVACLOUD S.A.C","DB-IP"
271862,"LINE Perú","PeeringDB"
271863,"JESUS MARIO GODOY","DB-IP"
271864,"AZCARATE JUAN ANTONIO (INTER AGRO)","LACNIC"
271865,"Atlantic Wireless Network","DB-IP"
271866,"ANURA PERU SAC","DB-IP"
271867,"MARIO BENAVIDES SERVICIO DE TELEVISION POR CABLE E.I.R.L (CABLEVISION DEL SUR)","LACNIC"
271868,"GPON NETWORKS","PeeringDB"
271869,"SERVICIOS ZONALES DE INTERNET","PeeringDB"
271870,"VALLE TELECOMUNICACIONES SAS","LACNIC"
271871,"ENGIE ENERGIA CHILE","DB-IP"
271872,"TUMUNDO DIGITAL TELECOMUNICACIONES SPA","DB-IP"
271873,"ZAIGOVER","DB-IP"
271874,"Cablefuturo","PeeringDB"
271876,"CHAYAY","PeeringDB"
271877,"INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR","DB-IP"
271878,"NET-G S.R.L","DB-IP"
271879,"BALOCCO JUAN BAUTISTA (ESQUINA IMAGEN)","DB-IP"
271880,"GIGABITS TELECOM, C.A","LACNIC"
271881,"IMPULSAR SOLUCIONES INTEGRALES","PeeringDB"
271882,"LLANOS ALOMIA LIGIA VERONICA","DB-IP"
271883,"COOPERATIVA ELECTRICA RURAL LTDA DE URQUIZA","LACNIC"
271884,"VIPTEL COMMUNICATIONS C.A","DB-IP"
271885,"ASOCIACIÓN DE RED AVANZADA GUATEMALTECA PARA LA INVESTIGACIÓN Y LA EDUCACIÓN (IXP GT)","LACNIC"
271886,"COOPERATIVA LIMITADA DE CONSUMO POPULAR DE ELECTRICIDAD Y SERVICIOS ANEXOS DE","DB-IP"
271887,"FIBERCOM S.R.L","DB-IP"
271888,"SERVICIOS CONVERGENTES DEL OESTE S.R.L","LACNIC"
271889,"FIBRAENCASA SOCIEDAD ANONIMA","LACNIC"
271891,"UNIVERSIDAD ESTATAL A DISTANCIA","LACNIC"
271892,"MERLINO JUAN PABLO (AIRE AZUL)","DB-IP"
271893,"LATAM AIRLINES GROUP","LACNIC"
271894,"LATAM AIRLINES GROUP","LACNIC"
271895,"LATAM AIRLINES GROUP","LACNIC"
271896,"HENRIQUEZ TELECOMUNICACIONES LIMITADA (WILCOM)","LACNIC"
271897,"UNIBANK","DB-IP"
271898,"MKTEL","PeeringDB"
271899,"GigaPop","PeeringDB"
271900,"INTERNET SOLUTIONS NETWORK PERU SAC","DB-IP"
271902,"WILOBANK","LACNIC"
271903,"TELNET ISP","PeeringDB"
271904,"CHARTER COMMUNICATIONS INTERNATIONAL DE VENEZUELA C.A","LACNIC"
271906,"WebLink SRL","PeeringDB"
271907,"COLNETWORK","PeeringDB"
271908,"BIG DATA S.A.S","LACNIC"
271909,"TELECOMUNICACIONES, MANTENIMIENTO Y SERVICIOS P&C","PeeringDB"
271910,"TANAGER VANGUARDIA EN DESARROLLOS","DB-IP"
271911,"Gavilanes Parreño Irene Del Rocío","DB-IP"
271914,"SEMPRINI EMILIANO EFREN","LACNIC"
271915,"TECNOLOGICA SIMEON COMPANY CHILE","PeeringDB"
271916,"TELECABLE BANILEJO S.R.L","LACNIC"
271917,"SOLUCIONES TECNICAS VENEZUELA, C.A","DB-IP"
271918,"CONCEJO DE MEDELLÍN","DB-IP"
271919,"ASOCIACION DE SERVICIOS DE COMERCIALIZACION DE REDES E INTERNET EL ORO ASOSERINRED","PeeringDB"
271920,"Corporacion SLJ, C.A","DB-IP"
271921,"FULL NET LTDA","LACNIC"
271922,"GEO FIBER","PeeringDB"
271923,"MARIN ROJAS DARWIN MANFREDO (ZOENET)","LACNIC"
271924,"CELSIA","PeeringDB"
271925,"INSTITUCION UNIVERSITARIA DE ENVIGADO","DB-IP"
271926,"DEBONA RODOLFO DANIEL (INFORMÁTICA CURUZÚ)","LACNIC"
271927,"IPCOM SISTEMAS","PeeringDB"
271929,"INTERCOMMERCE","PeeringDB"
271930,"XTERCOM","PeeringDB"
271931,"MAO CABLE VISION","PeeringDB"
271932,"FUN TECHNOLOGY S.R.L","DB-IP"
271933,"AIRMAXTELECOM SOLUCIONES TECNOLOGICAS","PeeringDB"
271934,"HDCO GROUP","PeeringDB"
271935,"AIRTIME TECHNOLOGY","PeeringDB"
271936,"SERVICIOS DE TELECOMUNICACIONES ATVCABLE","PeeringDB"
271938,"GGNET","PeeringDB"
271939,"REDES ELIAS, C.A","LACNIC"
271940,"BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA BANCO DE SERVICIOS MULTIPLES","DB-IP"
271941,"NUÑEZ DE LA ROSA RICHARD DALTON (ECONTEL ECUADOR)","LACNIC"
271942,"CV HOTSPOT","PeeringDB"
271943,"White","PeeringDB"
271944,"AUDIBEL TELECOMUNICACIONES","PeeringDB"
271945,"AZTECA TELECOM","PeeringDB"
271948,"COATL, S.A. de C.V","DB-IP"
271949,"AX INTERNET","PeeringDB"
271950,"CABLEVISION JARABACOA SRL","DB-IP"
271951,"IT PRONETWORK","PeeringDB"
271952,"UNICABLE H.D. SAS","DB-IP"
271956,"GRUPO ARMARFA","PeeringDB"
271957,"SOMOS NETWORKS COLOMBIA S.A.S. BIC","PeeringDB"
271959,"BANCO MULTIPLE BHD LEON SA","DB-IP"
271960,"MIRA NETWORKS SOCIEDAD DE RESPONSABILIDAD LIMITADA","DB-IP"
271962,"CABLE MASTER","PeeringDB"
271963,"INSTITUTO COLOMBIANO AGROPECUARIO","DB-IP"
271965,"ORBITEK","PeeringDB"
271967,"TURBONET","LACNIC"
271968,"CENTRIC MOBILITY (CEMO), S.R.L","LACNIC"
271969,"SIMON ALBERTO KONARREUSKI MLOT","DB-IP"
271970,"FIBERTEC SRL","DB-IP"
271971,"CABLE SATELITE S.DE R.L. DE C.V","DB-IP"
271973,"MESTRE CORDERO ALBERTO JORGE (INTELINET ARGENTINA)","LACNIC"
271975,"CABRERA VELEZ ELIO DAVID","LACNIC"
271977,"SOLORZANO BRAVO ELIAS JOSE (CONECTADOS-ECUADOR)","LACNIC"
271978,"LINARES TECHNOLOGY SRL","LACNIC"
271979,"INSTALACION DE REDES DE TELECOMUNICACIONES SRL (IREDETCOM)","DB-IP"
271980,"MISION DIGITAL","DB-IP"
271982,"TELEVISION, PUNTO I COMUNICACIONES, S.R.L","DB-IP"
271984,"AGENCIA CONECTIVIDAD CORDOBA SOCIEDAD DEL ESTADO","DB-IP"
271985,"MEDINA VARGAS JOSE ALEJANDRO (LIRYC)","LACNIC"
271986,"AMO COMUNICACIONES S.A.S","LACNIC"
271987,"ACTEL SRL","DB-IP"
271988,"ISRAEL DE LOS SANTOS WIFI SRL","LACNIC"
271990,"AIRNET, COPROPIEDAD","DB-IP"
271991,"RODRIGUEZ PEDRO ALBERTO JUAN","LACNIC"
271992,"ANTIOQUEÑA DE TELECOMUNICACIONES","PeeringDB"
271993,"PHANTOM SERVER SPA","LACNIC"
271994,"INTERNET SUR DEL LAGO, C.A","LACNIC"
271995,"DEPARTAMENTO DE CUNDINAMARCA","DB-IP"
271996,"WILLNET SRL","LACNIC"
271997,"BIOCABLE SUR E I R L","DB-IP"
271998,"COLWIFI S.A.S","DB-IP"
272000,"CR SIG SMART INVESTMENTS GROUP SOCIEDAD ANONIMA","DB-IP"
